storm_id,valid_time,forecast_time,ai-wind,wind_truth,ai-lat,lat_truth,ai-long,long_truth
AMANDA:CRISTOBAL-2020-3,2020-06-04 15:00:00,2020-06-05 15:00:00,37.875256687402725,32.0,20.384224980340527,20.1492,-83.22843463718891,-89.7938
AMANDA:CRISTOBAL-2020-3,2020-06-04 15:00:00,2020-06-06 15:00:00,38.812191635370255,45.0,22.556612501180172,24.2225,-82.6749123054743,-90.1473
AMANDA:CRISTOBAL-2020-3,2020-06-04 15:00:00,2020-06-07 15:00:00,41.78693376481533,45.0,26.172710580688715,28.5658,-76.21010700762272,-89.8756
AMANDA:CRISTOBAL-2020-3,2020-06-04 15:00:00,2020-06-08 15:00:00,44.158274196088314,30.0,30.71534429833293,32.518,-69.40918434977532,-91.8565
AMANDA:CRISTOBAL-2020-3,2020-06-04 15:00:00,2020-06-09 15:00:00,44.40942820161581,25.0,35.831871424102786,39.2839,-63.21041375264525,-91.8657
AMANDA:CRISTOBAL-2020-3,2020-06-04 18:00:00,2020-06-05 18:00:00,37.9259692132473,35.0,20.358788498870844,20.8,-83.13848521769047,-89.7
AMANDA:CRISTOBAL-2020-3,2020-06-04 18:00:00,2020-06-06 18:00:00,37.405226826667786,45.0,22.455217864876985,24.7,-82.75482513785363,-90.2
AMANDA:CRISTOBAL-2020-3,2020-06-04 18:00:00,2020-06-07 18:00:00,38.975322246551514,45.0,26.39017487079203,28.8667,-76.32397219836713,-89.8667
AMANDA:CRISTOBAL-2020-3,2020-06-04 18:00:00,2020-06-08 18:00:00,39.776600897312164,30.0,31.498230210429433,33.1667,-69.38571280032397,-91.9667
AMANDA:CRISTOBAL-2020-3,2020-06-04 18:00:00,2020-06-09 18:00:00,38.78026619553566,25.0,37.04830681556463,40.1,-62.97830394074321,-91.6
AMANDA:CRISTOBAL-2020-3,2020-06-04 21:00:00,2020-06-05 21:00:00,36.57214164733887,37.0,20.34911269761622,21.5225,-83.15990832388403,-89.8168
AMANDA:CRISTOBAL-2020-3,2020-06-04 21:00:00,2020-06-06 21:00:00,35.059190690517426,45.0,22.71785743046552,25.1825,-82.86553211569787,-90.1984
AMANDA:CRISTOBAL-2020-3,2020-06-04 21:00:00,2020-06-07 21:00:00,35.307956635951996,45.0,27.16962236480117,29.3382,-76.28081675738096,-89.7716
AMANDA:CRISTOBAL-2020-3,2020-06-04 21:00:00,2020-06-08 21:00:00,34.65762555599213,27.0,32.63067968297601,33.6157,-69.05497162282467,-91.9821
AMANDA:CRISTOBAL-2020-3,2020-06-04 21:00:00,2020-06-09 21:00:00,33.46091955900192,27.0,38.47680171303749,41.3168,-62.16909507855773,-91.28299999999999
AMANDA:CRISTOBAL-2020-3,2020-06-05 00:00:00,2020-06-06 00:00:00,36.85314327478409,40.0,20.939461489532142,22.2,-83.16298177361489,-90.0
AMANDA:CRISTOBAL-2020-3,2020-06-05 00:00:00,2020-06-07 00:00:00,35.292759239673615,45.0,24.143016000649332,25.7,-82.3515690690279,-90.1667
AMANDA:CRISTOBAL-2020-3,2020-06-05 00:00:00,2020-06-08 00:00:00,34.262149930000305,45.0,29.232428977137808,29.8,-75.0312757882476,-89.8
AMANDA:CRISTOBAL-2020-3,2020-06-05 00:00:00,2020-06-09 00:00:00,32.9974365234375,25.0,35.23748907335997,34.1,-67.00175023376941,-92.0
AMANDA:CRISTOBAL-2020-3,2020-06-05 00:00:00,2020-06-10 00:00:00,31.508288383483887,30.0,41.731286795473096,42.6,-59.8261751525104,-90.8
AMANDA:CRISTOBAL-2020-3,2020-06-05 03:00:00,2020-06-06 03:00:00,38.02562490105629,40.0,21.965230453155936,22.7408,-83.22289363741875,-90.1109
AMANDA:CRISTOBAL-2020-3,2020-06-05 03:00:00,2020-06-07 03:00:00,34.934777319431305,45.0,25.782181191441417,26.2392,-81.66064250051976,-90.1266
AMANDA:CRISTOBAL-2020-3,2020-06-05 03:00:00,2020-06-08 03:00:00,32.093249559402466,40.0,31.294395528048277,30.0651,-73.48144559502602,-90.1208
